pretty_name,population,WSP_Art_new,wsp2,cb3,outdegree,closeness_bi,betweenness_bi,indegree,position,singleton
Rottenacker (Germany),1799,core,core,core,0,0.2434205522172359,0.0,1,Isolate,0
Laupheim (Germany),7236,core,core,core,2,0.3176269167783237,8.1294117763806e-06,2,Isolate,0
Markt Indersdorf (Germany),4984,core,core,core,0,0.3383732917448653,0.0,1,Isolate,0
Etival-Clairefontaine (France),3787,core,core,core,0,0.2969311776576744,0.0,1,Isolate,0
Oberkirch (Germany),7332,core,core,core,5,0.3140656051424225,1.231004201959855e-07,0,Isolated Clique,0
"Anacortes (USA, WA)",10395,core,core,core,0,0.3203854336128144,0.0,1,Isolate,0
"Cando (USA, ND)",281,core,core,core,0,0.2503079720771983,0.0,1,Isolate,0
Laichingen (Germany),5977,core,core,core,1,0.3266311142864433,1.621326716371107e-06,3,Isolated Clique,0
Zarnovica (Slovakia),5412,periph,semi,semi,0,0.3226058467741936,0.0,2,Isolate,0
La Loupe (France),3068,core,core,core,0,0.2633246251002818,0.0,1,Isolate,0
Offenburg (Germany),32977,core,core,core,2,0.3523534269199009,8.393644183524046e-07,23,High-status clique,0
Waldachtal (Germany),151,core,core,core,33,0.3610084886770636,0.0001592878255568148,3,Low-status clique,0
Rottenburg am Neckar (Germany),13065,core,core,core,2,0.3393870300652209,8.409941261890638e-07,6,Isolated Clique,0
Moosburg (Germany),9656,core,core,core,0,0.3365318891634681,0.0,3,Isolate,0
"Burlington (USA, WA)",6826,core,core,core,0,0.3598212277940184,3.455099716731609e-07,10,Isolate,0
Timmins (Canada),2111,core,core,core,0,0.3342210386151798,5.848782530611977e-08,7,Isolate,0
Neuried (Germany),3857,core,core,core,0,0.2981067045481009,3.340063180483019e-08,2,Isolate,0
Freudenstadt (Germany),12938,core,core,core,4,0.3408691484262662,8.65982962408485e-09,5,Isolate,0
"Troy (USA, MT)",765,core,core,core,0,0.2642868940457511,0.0,2,Isolate,0
Dinan (France),12783,core,core,core,0,0.2805821625057537,0.0,1,Isolate,0
Pre-en-Pail (France),704,core,core,core,0,0.2933183630447734,0.0,1,Isolate,0
Auneau (France),2661,core,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Schopfloch (Germany),1405,core,core,core,0,0.3226383708035084,0.0,2,Isolate,0
Bad Griesbach (Germany),2868,core,core,core,0,0.321358638349149,0.0,2,Isolate,0
Banska Stiavnica (Slovakia),8601,periph,semi,semi,0,0.2852018536672311,0.0,1,Isolate,0
Aucaleuc (France),151,core,core,core,0,0.3110511736404724,0.0,1,Isolate,0
Horb am Neckar (Germany),8821,core,core,core,0,0.2652562216374148,0.0,1,Isolate,0
"West Glacier (USA, MT)",24,core,core,core,0,0.3186627168853153,0.0,1,Isolate,0
Langenau (Germany),5166,core,core,core,0,0.2939515017911271,5.520857484519862e-09,2,Isolate,0
"Rugby (USA, ND)",2334,core,core,core,0,0.3215281440735438,0.0,1,Isolate,0
Bad Urach (Germany),6824,core,core,core,8,0.3378374811960624,6.707915161797487e-05,3,Isolated Clique,0
Aresing (Germany),1406,core,core,core,0,0.2711386935524867,0.0,1,Isolate,0
Hlinik nad Hronom (Slovakia),3086,periph,semi,semi,0,0.2471617238183503,0.0,1,Isolate,0
Plancoet (France),2680,core,core,core,0,0.2701601840322478,0.0,1,Isolate,0
Gallardon (France),2724,core,core,core,0,0.3231841248201167,0.0,1,Isolate,0
Pfalzgrafenweiler (Germany),4652,core,core,core,0,0.3226383708035084,0.0,1,Isolate,0
Pfaffenhofen (Germany),11845,core,core,core,0,0.3543725604185699,1.603996160931279e-07,6,Isolate,0
Leonfelden (Austria),2634,core,core,core,0,0.3223296570478924,0.0,1,Isolate,0
Landivisiau (France),8337,core,core,core,0,0.3258080936625096,6.514240558911618e-08,3,Isolate,0
Longueville (France),1712,core,core,core,0,0.3111116511933116,0.0,1,Isolate,0
Romilly-sur-Seine (France),7699,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Couterne (France),536,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Saint-Langis-les-Mortagne (France),96,core,core,core,0,0.3415239314871138,0.0,2,Isolate,0
Mery-sur-Seine (France),1171,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Neuburg am Inn (Germany),1214,core,core,core,0,0.2560353621217273,0.0,1,Isolate,0
Engelhartszell an der Donau (Austria),307,core,core,core,0,0.3113007952141242,0.0,1,Isolate,0
"Sedro Woolley (USA, WA)",8975,core,core,core,0,0.3463848901396255,0.0,6,Isolate,0
Wisches (France),2816,core,core,core,0,0.2820411130940578,0.0,1,Isolate,0
Gundremmingen (Germany),812,core,core,core,0,0.3238381947431,0.0,1,Isolate,0
Freistadt (Austria),7392,core,core,core,0,0.3358608385370205,0.0,2,Isolate,0
Baiersbronn (Germany),7144,core,core,core,0,0.3223296570478924,0.0,2,Isolate,0
Nogent-sur-Seine (France),4458,core,core,core,10,0.3267228177641654,2.188419305015462e-07,4,Isolated Clique,0
Gunzberg (Germany),6182,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
Vilsbiburg (Germany),6558,core,core,core,22,0.3288547500385346,0.0001626164468391665,2,Isolated Clique,0
Niederwaldkirchen (Austria),508,core,core,core,0,0.3444091691777874,0.0,2,Isolate,0
Rimouski (Canada),26554,core,core,core,0,0.3349731780714379,0.0,4,Isolate,0
"Saint Marie (USA, MT)",163,core,core,core,0,0.3339333228987322,0.0,1,Isolate,0
"Grafton (USA, ND)",3835,core,core,core,0,0.2573634371418806,0.0,1,Isolate,0
Gengenbach (Germany),10722,core,core,core,0,0.3209477247085371,0.0,1,Isolate,0
Blaubeuren (Germany),5556,core,core,core,9,0.3403163631529975,1.330395490203214e-06,3,Isolated Clique,0
Kotz (Germany),1179,core,core,core,17,0.3335678549093183,0.0003159028340474135,0,Isolated Clique,0
Eggenfelden (Germany),9831,core,core,core,4,0.3169035005198792,4.99184534242345e-07,0,Isolated Clique,0
Pocking (Germany),8986,core,core,core,0,0.3453662484823958,0.0,2,Isolate,0
"Mount Vernon (USA, WA)",31433,core,core,core,0,0.3185596257216803,7.319141129519019e-08,6,Isolated Clique,0
"Libby (USA, MT)",4282,core,core,core,0,0.2642868940457511,0.0,1,Isolate,0
"Tioga (USA, ND)",934,core,core,core,0,0.3317266578558656,0.0,2,Isolate,0
Maisse (France),2455,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Empfingen (Germany),4062,core,core,core,0,0.2709550419100838,0.0,1,Isolate,0
Saguenay (Canada),42091,core,core,core,0,0.3448452358503273,0.0,2,Isolate,0
Barr (France),10858,core,core,core,0,0.269727554310036,0.0,1,Isolate,0
Friesenheim (Germany),9121,core,core,core,0,0.3001758705592684,3.74261246898892e-08,3,Isolate,0
Mautern an der Donau (Austria),4832,core,core,core,0,0.3146445777209714,0.0,1,Isolate,0
Zlate Moravce (Slovakia),6618,periph,semi,semi,0,0.3371700995627667,1.13075356746396e-06,4,Isolate,0
Rimavska Sobota (Slovakia),20213,periph,semi,semi,0,0.3073764587235269,0.0,1,Isolate,0
Rangendingen (Germany),3596,core,core,core,0,0.3263812753371918,0.0,2,Isolate,0
Andorf (Austria),2125,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
"Columbia Falls (USA, MT)",5574,core,core,core,1,0.3372500461048028,1.353842835876418e-08,4,Isolated Clique,0
"Whitefish (USA, MT)",4726,core,core,core,1,0.3128757882387447,0.0,0,Isolated Clique,0
"Omak (USA, WA)",5235,core,core,core,0,0.3448638163743635,0.0,2,Isolate,0
Grafenworth (Austria),1019,core,core,core,0,0.3066548486009966,0.0,1,Isolate,0
Alencon (France),29717,core,core,core,1,0.2947298137360993,4.187751046976913e-08,1,Isolated Clique,0
Joinville (France),4160,core,core,core,0,0.2999859392575928,0.0,1,Isolate,0
Glatten (Germany),1732,core,core,core,0,0.3096142217922361,0.0,1,Isolate,0
Malacky (Slovakia),7876,periph,semi,semi,0,0.3439372363577742,3.229790560596584e-06,5,Isolated Clique,0
Hlohovec (Slovakia),15535,periph,semi,semi,0,0.3298291721419185,4.938277714186627e-07,2,Isolate,0
Beville-le-Comte (France),1228,core,core,core,0,0.2729075171619835,0.0,1,Isolate,0
Burgau (Germany),5680,core,core,core,0,0.2610690759284564,0.0,2,Isolate,0
Hohenkammer (Germany),791,core,core,core,0,0.3272573882810103,0.0,1,Isolate,0
Schutterwald (Germany),17308,core,core,core,0,0.327148662117611,0.0,1,Isolate,0
Leopoldov (Slovakia),8378,periph,semi,semi,0,0.3339333228987322,0.0,1,Isolate,0
Pfarrkirchen (Germany),9757,core,core,core,0,0.3268145727488575,0.0,2,Isolate,0
Marzling (Germany),1410,core,core,core,0,0.3144050104384133,0.0,1,Isolate,0
Lossburg (Germany),3346,core,core,core,16,0.3533357255237517,9.547663762225985e-07,1,Isolated Clique,0
Nova Bana (Slovakia),6654,periph,semi,semi,0,0.268849498046793,0.0,1,Isolate,0
Jonquiere (Canada),42708,core,core,core,0,0.3422178260172165,5.820624473272999e-07,3,Isolate,0
Commana (France),124,core,core,core,0,0.3244373479318735,0.0,1,Isolate,0
Bray-sur-Seine (France),2985,core,core,core,0,0.3019103773584906,0.0,1,Isolate,0
Trainel (France),1079,core,core,core,0,0.2817927664164483,0.0,1,Isolate,0
Hohberg (Germany),7087,core,core,core,0,0.319585569841468,0.0,1,Isolate,0
Mossingen (Germany),9424,core,core,core,0,0.3209477247085371,0.0,1,Isolate,0
Munsingen (Germany),8707,core,core,core,0,0.3276594655472509,0.0,3,Isolate,0
Gander (Canada),8775,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
Bzenec (Czech Republic),3096,periph,semi,core,0,0.3157777887414278,9.598119150711646e-08,2,Isolate,0
Neulengbach (Austria),4608,core,core,core,0,0.269449355897954,0.0,1,Isolate,0
Walldurn (Germany),6840,core,core,core,0,0.3272573882810103,0.0,1,Isolate,0
Remich (Luxembourg),1567,core,semi,semi,0,0.2489595083433817,0.0,1,Isolate,0
Dietersheim (Germany),873,core,core,core,0,0.3313059682178167,0.0,1,Isolate,0
Zdar nad Sazavou (Czech Republic),17370,periph,semi,core,0,0.3307153744800682,2.307634433945535e-07,3,Isolate,0
Hranice (Czech Republic),9078,periph,semi,core,0,0.3239939255884586,6.815692836453222e-07,4,Isolate,0
Sanok (Poland),28717,periph,core,core,6,0.3196414302836596,0.0001569508631015276,2,Isolated Clique,0
Noyers-Saint-Martin (France),699,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Virton (Belgium),6888,core,core,core,0,0.3350345477386935,0.0,2,Isolate,0
Morlenbach (Germany),20275,core,core,core,0,0.3238381947431,0.0,1,Isolate,0
Stankov (Czech Republic),2303,periph,semi,core,0,0.2870243727437835,0.0,1,Isolate,0
Frenstat pod Radhostem (Czech Republic),4238,periph,semi,core,0,0.3096142217922361,0.0,1,Isolate,0
Rymanow-Zdroj (Poland),1455,periph,core,core,0,0.2422229791099001,0.0,1,Isolate,0
Wadern (Germany),5126,core,core,core,0,0.3383732917448653,0.0,1,Isolate,0
Kusel (Germany),9906,core,core,core,0,0.3146291107506268,0.0,1,Isolate,0
Wernberg-Koblitz (Germany),3312,core,core,core,0,0.3313059682178167,0.0,1,Isolate,0
Humpolec (Czech Republic),9305,periph,semi,core,0,0.3397112679794066,0.0,1,Isolate,0
Caudebec-en-Caux (France),2486,core,core,core,0,0.2749237575705511,0.0,1,Isolate,0
Mudau (Germany),1431,core,core,core,0,0.320987963891675,0.0,1,Isolate,0
Horsovsky Tyn (Czech Republic),3795,periph,semi,core,0,0.3201210363108933,0.0,2,Isolate,0
Port Mellon (Canada),36,core,core,core,0,0.3128834355828221,0.0,1,Isolate,0
Steinbach (Canada),9431,core,core,core,0,0.3260819726418218,0.0,1,Isolate,0
Lillebonne (France),4686,core,core,core,0,0.341615072587532,0.0,2,Isolate,0
Noyon (France),16069,core,core,core,0,0.3536285532749524,0.0,5,Isolate,0
Marchais (France),185,core,core,core,0,0.3203854336128144,0.0,2,Isolate,0
Uehlfeld (Germany),1846,core,core,core,0,0.3272573882810103,0.0,1,Isolate,0
Athies-sous-Laon (France),1562,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Tergnier (France),12322,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Birkenfeld (Germany),6036,core,core,core,7,0.3291337772864011,4.342928825474526e-07,3,Isolated Clique,0
Grumbach (Germany),293,core,core,core,0,0.3218434152964248,0.0,1,Isolate,0
Jordanow (Poland),5760,periph,core,core,0,0.3203854336128144,0.0,1,Isolate,0
Thelonne (France),286,core,core,core,0,0.2592712616207239,0.0,1,Isolate,0
Mossautal (Germany),41,core,core,core,0,0.3323036187113857,0.0,2,Isolate,0
Tauberbischofsheim (Germany),8778,core,core,core,16,0.3353505187048098,0.0001697850214622534,0,Isolated Clique,0
Bystrice (Czech Republic),4524,periph,semi,core,0,0.2691321167269363,0.0,1,Isolate,0
Forges-les-Eaux (France),4201,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Jevicko (Czech Republic),2742,periph,semi,core,0,0.2691434338337328,0.0,1,Isolate,0
Chauny (France),9269,core,core,core,0,0.3487155738374785,0.0,5,Isolated Clique,0
Hardheim (Germany),3365,core,core,core,9,0.348014028219558,2.992117679306422e-06,1,Isolated Clique,0
Mouzon (France),1887,core,core,core,0,0.3411780383795309,0.0,2,Isolate,0
Wormeldange-Haut (Luxembourg),1084,core,semi,semi,0,0.3104702772185977,0.0,1,Isolate,0
Nonnweiler (Germany),771,core,core,core,0,0.3045319376709885,0.0,1,Isolate,0
Havlickuv Brod (Czech Republic),12975,periph,semi,core,0,0.3460665044606651,0.0,3,Isolate,0
Clemency (Luxembourg),1240,core,semi,semi,0,0.3078199394026836,0.0,1,Isolate,0
Koprivnice (Czech Republic),9224,periph,semi,core,0,0.3226546352775117,2.592206909061637e-07,4,Isolate,0
Wolfstein (Germany),1651,core,core,core,0,0.2869921980091472,0.0,2,Isolate,0
Bela nad Radbuzou (Czech Republic),873,periph,semi,core,0,0.2943773715074163,0.0,1,Isolate,0
Zenklava (Czech Republic),4391,periph,semi,core,0,0.3149464878828884,0.0,1,Isolate,0
Cosnes-et-Romain (France),1804,core,core,core,0,0.3185913389746142,0.0,1,Isolate,0
Longwy (France),36106,core,core,core,0,0.3185913389746142,0.0,1,Isolate,0
Buchen (Germany),11707,core,core,core,4,0.3346929170915366,1.986623162997354e-06,4,Isolated Clique,0
Reichenschwand (Germany),1624,core,core,core,3,0.3308948973788968,0.0,2,Isolated Clique,0
Villers la Montagne (France),246,core,core,core,0,0.3233473944782642,0.0,1,Isolate,0
Sankt Wendel (Germany),8289,core,core,core,0,0.3293878496256079,9.630476107249253e-08,3,Isolate,0
Waldbrunn (Germany),1098,core,core,core,15,0.3465349214943151,8.946870342161978e-07,1,Isolated Clique,0
Roznov pod Radhostem (Czech Republic),12645,periph,semi,core,0,0.3403887574121839,0.0,2,Isolate,0
Princeton (Canada),438,core,core,core,2,0.3104702772185977,0.0,1,Isolated Clique,0
Rosenort (Canada),362,core,core,core,0,0.2901931447225245,0.0,1,Isolate,0
Marville (France),295,core,core,core,1,0.3397112679794066,0.0,0,Isolated Clique,0
Rosenberg (Germany),815,core,core,core,21,0.369245413637937,0.0001752588531208219,1,Isolated Clique,0
Burgbernheim (Germany),1780,core,core,core,0,0.320987963891675,0.0,1,Isolate,0
Nabburg (Germany),4379,core,core,core,0,0.3272573882810103,0.0,1,Isolate,0
Zdirec (Czech Republic),119,periph,semi,core,0,0.3255098408177796,0.0,2,Isolate,0
Dolni Becva (Czech Republic),1044,periph,semi,core,0,0.3383732917448653,0.0,1,Isolate,0
Sechelt (Canada),8275,core,core,core,0,0.3144050104384133,0.0,1,Isolate,0
Beauvais (France),45490,core,core,core,0,0.3172412083963222,9.309530087816033e-09,4,Isolate,0
Merzig (Germany),6357,core,core,core,0,0.3313660013978411,0.0,2,Isolate,0
Hirschhorn (Germany),2917,core,core,core,0,0.3328220061359264,0.0,4,Isolated Clique,0
Obernzenn (Germany),645,core,core,core,0,0.2880124195653152,0.0,2,Isolate,0
Offenhausen (Germany),503,core,core,core,15,0.3672538443883406,1.380510437215508e-07,1,Isolated Clique,0
Amberg (Germany),32182,core,core,core,9,0.3314947172156619,6.384757210475739e-06,5,Isolated Clique,0
Estrees-St. Denis (France),3786,core,core,core,0,0.3383732917448653,0.0,1,Isolate,0
Thourotte (France),14821,core,core,core,0,0.3397112679794066,0.0,2,Isolated Clique,0
Pacov (Czech Republic),3893,periph,semi,core,0,0.3313059682178167,0.0,1,Isolate,0
Eberbach (Germany),8301,core,core,core,16,0.3450218317071856,0.0001812037350153554,2,Low-status clique,0
Tracy-Le-Mont (France),391,core,core,core,0,0.3365849810685738,0.0,1,Isolate,0
Mettlach (Germany),3688,core,core,core,3,0.3469481786643538,1.810636858015294e-06,1,Isolate,1
Carlepont (France),1076,core,core,core,0,0.3397743861977439,3.301658717327743e-07,2,Isolate,0
Cranbrook (Canada),14528,core,core,core,0,0.3146987240946972,0.0,2,Isolate,0
Springdale (Canada),2183,core,core,core,0,0.3144050104384133,0.0,1,Isolate,0
Chevincourt (France),457,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Ribecourt-Dreslincourt (France),4538,core,core,core,0,0.3110058309037901,0.0,1,Isolate,0
Rethel (France),6400,core,core,core,0,0.3247830720048714,0.0,1,Isolate,0
Bad Windsheim (Germany),7899,core,core,core,0,0.3288631984585742,0.0,1,Isolate,0
Hersbruck (Germany),8065,core,core,core,0,0.327148662117611,0.0,1,Isolate,0
Pfreimd (Germany),3600,core,core,core,0,0.3201210363108933,0.0,1,Isolate,0
Bad Mergentheim (Germany),6947,core,core,core,0,0.3370546881171174,3.481323420477672e-07,5,Isolated Clique,0
Le Trait (France),7687,core,core,core,0,0.3370546881171174,0.0,2,Isolate,0
Boskovice (Czech Republic),8912,periph,semi,core,0,0.3448452358503273,1.810946825569595e-06,3,Isolate,0
Krhova (Czech Republic),5326,periph,semi,core,0,0.2860814374469226,0.0,1,Isolate,0
Pincher Creek (Canada),3537,core,core,core,0,0.3230862421443174,0.0,1,Isolate,0
Tholey (Germany),5288,core,core,core,0,0.3255263960939884,6.078858255193238e-07,4,Isolate,0
Sulzbach (Germany),11392,core,core,core,43,0.3948975814412636,0.0002032719769782205,28,High-status clique,0
Penticton (Canada),23658,core,core,core,0,0.3476831984355478,3.558372809668984e-07,4,Isolate,0
Gournay-en-Bray (France),7260,core,core,core,0,0.3443906376109766,0.0,2,Isolate,0
Weikersheim (Germany),2978,core,core,core,0,0.3331684972151371,0.0,2,Isolate,0
Valasske Mezirici (Czech Republic),16100,periph,semi,core,0,0.3317266578558656,1.288570137863979e-06,4,Isolate,0
Weilbach (Germany),1283,core,core,core,0,0.2729075171619835,0.0,1,Isolate,0
Kirchheimbolanden (Germany),6787,core,core,core,0,0.3394590294351631,0.0,6,Isolate,0
Cadca (Slovakia),11876,periph,semi,semi,0,0.2934259386604319,0.0,1,Isolate,0
Stechovice (Czech Republic),365,periph,semi,core,0,0.3149464878828884,0.0,1,Isolate,0
Obernburg am Main (Germany),5937,core,core,core,0,0.3365849810685738,0.0,1,Isolate,0
Brasy (Czech Republic),1413,periph,semi,core,0,0.319585569841468,0.0,2,Isolate,0
Dvorce (Czech Republic),1072,periph,semi,core,0,0.2812170474516696,0.0,1,Isolate,0
Brandon (Canada),41941,core,core,core,1,0.3365053494913383,1.773868338525396e-07,5,Isolated Clique,0
Reinheim (Germany),6422,core,core,core,0,0.3246842185359915,1.145114420697008e-07,3,Isolate,0
Eschau (Germany),2464,core,core,core,0,0.3244949174884028,0.0,2,Isolate,0
Kaczyce (Poland),4645,periph,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Nouzonville (France),5712,core,core,core,0,0.3185913389746142,0.0,1,Isolate,0
Komarov (Czech Republic),2410,periph,semi,core,0,0.3129063798582254,0.0,1,Isolate,0
Echternach (Luxembourg),6211,core,semi,semi,0,0.3227522565679996,3.754883040684332e-08,2,Isolate,0
Morbach (Germany),4479,core,core,core,0,0.3113007952141242,0.0,1,Isolate,0
Stockstadt (Germany),12384,core,core,core,0,0.3272406564752799,0.0,2,Isolate,0
Breuberg (Germany),13453,core,core,core,0,0.320281224979984,0.0,3,Isolated Clique,0
Ribemont (France),1345,core,core,core,0,0.2879605884734782,0.0,1,Isolate,0
Tournes (France),541,core,core,core,0,0.2735548669729672,0.0,1,Isolate,0
Monzingen (Germany),1751,core,core,core,0,0.3223946003122954,0.0,2,Isolate,0
Kirn (Germany),8338,core,core,core,15,0.3488486169777899,9.862618022629754e-06,1,Isolated Clique,0
Wisniowa (Poland),31390,periph,core,core,0,0.320281224979984,0.0,1,Isolate,0
Taber (Canada),7465,core,core,core,0,0.2931705753023086,0.0,1,Isolate,0
Faulbach (Germany),2616,core,core,core,0,0.3209477247085371,0.0,1,Isolate,0
Brensbach (Germany),3192,core,core,core,0,0.3218434152964248,0.0,1,Isolate,0
Weinsheim (Germany),1689,core,core,core,3,0.3314775493293283,0.0001562377939223498,0,Isolated Clique,0
Riedstadt (Germany),26,core,core,core,0,0.3113007952141242,0.0,1,Isolate,0
Pure (France),295,core,core,core,0,0.3231188631143196,0.0,1,Isolate,0
Bad Kreuznach (Germany),31039,core,core,core,5,0.3573701842546064,7.945771680867748e-07,9,Isolated Clique,0
Nobleford (Canada),1044,core,core,core,0,0.2901931447225245,0.0,1,Isolate,0
Fillmore (Canada),75,core,core,core,0,0.3125702007129951,0.0,1,Isolate,0
Montherme (France),1711,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Wallhausen (Germany),1932,core,core,core,0,0.2477980603573433,0.0,1,Isolate,0
